Manchester Magic,7,0,0,1,739,253,486,21
Trafford,6,3,0,0.667,691,665,26,21
Cheshire Wire,6,1,0,0.857,612,346,266,19
Liverpool,6,1,0,0.857,518,464,54,19
Manchester Magic II,3,6,0,0.333,528,656,-128,15
Oldham Titans,2,6,0,0.25,466,593,-127,12
Bury Blue Devils,1,8,0,0.111,390,757,-367,11
Stockport Falcons,1,7,0,0.125,437,647,-210,10
