Prestons College,8,0,0,1,719,274,445,24
Myerscough College,8,0,0,1,780,425,355,24
Stockport Falcons,6,2,0,0.75,592,511,81,20
Liverpool,4,4,0,0.5,402,537,-135,16
Sefton Stars,4,3,0,0.571,473,456,17,15
Cheshire Wire II,3,6,0,0.333,564,658,-94,15
Bury Blue Devils,2,7,0,0.222,585,736,-151,13
Oldham Titans,2,7,0,0.222,476,674,-198,13
Preston Pride,0,8,0,0,292,612,-320,7
