Cheshire Wire,9,1,0,0.9,1145,339,806,28
Manchester Magic,8,0,0,1,766,293,473,24
Trafford,5,4,0,0.556,436,660,-224,19
Cheshire Panthers,5,2,0,0.714,443,386,57,17
Oldham Titans,3,6,0,0.333,485,615,-130,15
Barrow Thorns,2,8,0,0.2,427,733,-306,14
Preston Pride,3,4,0,0.429,336,557,-221,13
Stockport Falcons,0,10,0,0,402,857,-455,10
