Sheffield Junior Saints,12,0,0,1,1071,798,273,36
Leeds Force,8,5,0,0.615,982,900,82,29
Northamptonshire Titans,7,4,0,0.636,903,848,55,25
Bradford College Dragons,7,4,0,0.636,850,804,46,25
City Of Birmingham,6,6,0,0.5,849,785,64,24
Cheshire Wire,7,1,0,0.875,676,524,152,22
Manchester Magic,6,3,0,0.667,733,559,174,21
Team Birmingham,3,7,0,0.3,650,690,-40,15
Notts Nova,2,9,0,0.182,645,813,-168,15
Toxteth Tigers,1,11,0,0.083,698,992,-294,14
Trafford,1,10,0,0.091,581,925,-344,13
